"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","346","Проверка элементов страницы","","2026-07-08","passed","2026-07-08","","Проверки раздела 'Dynamic Content'","tests.DynamicContentTests","dynamicContentPageShouldBeValid"
"","0","Текстовое поле может быть включено после выключения","","2026-07-08","skipped","2026-07-08","","Проверки страницы 'Dynamic Controls'","tests.DynamicControlsTests","inputFieldCanBeDisabledAgain"
"","3150","Пользователь не будет авторизован через 'Digest Auth' с некорректной учетной записью","","2026-07-08","passed","2026-07-08","","Проверки раздела 'Digest Auth'","tests.DigestAuthorizationTests","userCanNotPassDigestAuthWithWrongCredentials"
"","404","Навигация по разделам главной страницы Переход по ссылке: ""Multiple Windows"" → ожидаемый endpoint: ""/windows""","","2026-07-08","passed","2026-07-08","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","408","Навигация по разделам главной страницы Переход по ссылке: ""JavaScript Alerts"" → ожидаемый endpoint: ""/javascript_alerts""","","2026-07-08","passed","2026-07-08","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","401","Навигация по разделам главной страницы Переход по ссылке: ""Shifting Content"" → ожидаемый endpoint: ""/shifting_content""","","2026-07-08","passed","2026-07-08","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","392","Навигация по разделам главной страницы Переход по ссылке: ""Secure File Download"" → ожидаемый endpoint: ""/download_secure""","","2026-07-08","passed","2026-07-08","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","316","Можно проставлять значения в поле чек-бокса (выбрать/снять выделение)","","2026-07-08","passed","2026-07-08","","Проверки страницы 'Dynamic Controls'","tests.DynamicControlsTests","checkboxCanBeSelected"
"Используем embedded credentials в basic auth так как невалидные учетные данные не кэшируются браузером при неудачной попытке (только в свежих версиях).","0","Пользователь увидит ошибку авторизации если закроет окно 'Basic auth'","","2026-07-08","skipped","2026-07-08","","Проверки раздела 'Basic Auth'","tests.BasicAuthorizationTests","userCanNotPassBasicAuthWithWrongCredentials"
"","1568","Проверка элементов страницы","","2026-07-08","passed","2026-07-08","","Проверки раздела 'Checkboxes'","tests.CheckboxesTests","checkboxesPageShouldBeValid"
"","453","Навигация по разделам главной страницы Переход по ссылке: ""Shadow DOM"" → ожидаемый endpoint: ""/shadowdom""","","2026-07-08","passed","2026-07-08","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"Проверка 'валидности' изображения осуществляется по параметрам (properties) ширины и высоты исходного изображения. Т.к. у сломанного изображения 'naturalWidth' и 'naturalHeight' будут 0.","311","Изображение сломано (broken), но отображается на странице. Файл asdf.jpg.","","2026-07-08","passed","2026-07-08","","Проверки раздела 'Broken images'","tests.BrokenImagesTests","pageImagesFromValuesIsBroken"
"","413","Навигация по разделам главной страницы Переход по ссылке: ""Inputs"" → ожидаемый endpoint: ""/inputs""","","2026-07-08","passed","2026-07-08","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","0","Пользователь может посмотреть варианты A/B.","","2026-07-08","skipped","2026-07-08","","Проверки раздела 'A/B Testing'","tests.ABTestingTests","someFunVariationOfABTestsCanBeDirectlyOpened"
"","1743","Навигация по разделам главной страницы Переход по ссылке: ""A/B Testing"" → ожидаемый endpoint: ""/abtest""","","2026-07-08","passed","2026-07-08","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","432","Навигация по разделам главной страницы Переход по ссылке: ""Dynamic Controls"" → ожидаемый endpoint: ""/dynamic_controls""","","2026-07-08","passed","2026-07-08","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"Проверка 'валидности' изображения осуществляется по параметрам (properties) ширины и высоты исходного изображения. Т.к. у сломанного изображения 'naturalWidth' и 'naturalHeight' будут 0.","282","Изображение сломано (broken), но отображается на странице. Файл hjkl.jpg.","","2026-07-08","passed","2026-07-08","","Проверки раздела 'Broken images'","tests.BrokenImagesTests","pageImagesFromValuesIsBroken"
"","229","Пользователь может посмотреть варианты A/B. Раздел //abtest открыт и содержит заголовок No A/B Test.","","2026-07-08","passed","2026-07-08","","Проверки раздела 'A/B Testing'","tests.ABTestingTests","abTestsPageCanBeDirectlyOpened"
"","244","Проверка элементов страницы","","2026-07-08","passed","2026-07-08","","Проверки раздела 'Dropdown List'","tests.DropDownTests","dropdownPageShouldBeValid"
"","3680","Текстовое поле может быть включено по кнопке","","2026-07-08","passed","2026-07-08","","Проверки страницы 'Dynamic Controls'","tests.DynamicControlsTests","inputFieldCanBeEnabled"
"","601","Проверка динамического отображения вариантов страницы со сбросом cookies","","2026-07-08","passed","2026-07-08","","Проверки раздела 'A/B Testing'","tests.ABTestingTests","abTestsBothVariantsAreAvailableWhenClearingCookies"
"","501","Навигация по разделам главной страницы Переход по ссылке: ""Broken Images"" → ожидаемый endpoint: ""/broken_images""","","2026-07-08","passed","2026-07-08","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","1621","Проверка элементов страницы","","2026-07-08","passed","2026-07-08","","Проверки раздела 'Context Menu'","tests.ContextMenuTests","contextMenuPageShouldBeValid"
"В тесте изменяется состояние только указанного в параметрах чек-боксах","279","Проверка изменения состояния чек-бокса. Меняем checkbox 1.","","2026-07-08","passed","2026-07-08","","Проверки раздела 'Checkboxes'","tests.CheckboxesTests","checkboxesCanBeFoundByNameAndChecked"
"Обходим ошибку с цикличным редиректом (ERR_TOO_MANY_RETRIES) при CDP. Сразу переходим по ссылке со встроенными данными учетной записи (embedded credentials).","0","Пользователь не будет авторизован через 'Basic Auth' с некорректной учетной записью","","2026-07-08","skipped","2026-07-08","","Проверки раздела 'Basic Auth'","tests.BasicAuthorizationTests","userCanPassBasicAuthByEmbeddedCredentialsUrl"
"Проверка навигации на страницы осуществляется по URL и заголовку. На каждой странице есть заголовок 1-ого уровня, который содержит текст 'Not found' (особенности ресурса). Единственно работающий раздел -> HOME. Он осуществляет редирект на главную страницу 'The Internet Hero Ku App'.","393","Навигация по разделам страницы 'Disappearing Elements' Переход по ссылке: ""About"" → ожидаем endpoint: ""/about/"" → и заголовок: ""Not Found""","","2026-07-08","passed","2026-07-08","","Проверки раздела 'Disappearing Elements'","tests.DisappearingElementsTests","userCanNavigateToThePageByLinkFromDisappearingElementsPage"
"","395","Валидация элементов страницы Broken images","","2026-07-08","passed","2026-07-08","","Проверки раздела 'Broken images'","tests.BrokenImagesTests","brokenImagePageValidAndContainsImages"
"","424","Навигация по разделам главной страницы Переход по ссылке: ""Forgot Password"" → ожидаемый endpoint: ""/forgot_password""","","2026-07-08","passed","2026-07-08","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"Проверка 'валидности' изображения осуществляется по параметрам (properties) ширины и высоты исходного файла. Т.к. у валидного изображения 'naturalWidth' и 'naturalHeight' будут соответствовать исходным параметрам файла.","1557","Изображение отображается на странице и валидно. Файл img/avatar-blank.jpg.","","2026-07-08","passed","2026-07-08","","Проверки раздела 'Broken images'","tests.BrokenImagesTests","pageImagesFromValuesIsNonBroken"
"","0","Чек-бокс может быть добавлен на страницу после удаления и без перезагрузки страницы","","2026-07-08","skipped","2026-07-08","","Проверки страницы 'Dynamic Controls'","tests.DynamicControlsTests","checkboxCanBeAddedAfterRemoving"
"","412","Навигация по разделам главной страницы Переход по ссылке: ""Redirect Link"" → ожидаемый endpoint: ""/redirector""","","2026-07-08","passed","2026-07-08","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","5009","Чек-бокс может быть удален со страницы","","2026-07-08","passed","2026-07-08","","Проверки страницы 'Dynamic Controls'","tests.DynamicControlsTests","checkboxCanBeRemoved"
"","5178","Текущая страница является одним из допустимых А/В вариантов страницы","","2026-07-08","passed","2026-07-08","","Проверки раздела 'A/B Testing'","tests.ABTestingTests","pageShouldBeValidABVariant"
"","415","Навигация по разделам главной страницы Переход по ссылке: ""Slow Resources"" → ожидаемый endpoint: ""/slow""","","2026-07-08","passed","2026-07-08","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","399","Навигация по разделам главной страницы Переход по ссылке: ""Dropdown"" → ожидаемый endpoint: ""/dropdown""","","2026-07-08","passed","2026-07-08","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"Проверка навигации на страницы осуществляется по URL и заголовку. На каждой странице есть заголовок 1-ого уровня, который содержит текст 'Not found' (особенности ресурса). Единственно работающий раздел -> HOME. Он осуществляет редирект на главную страницу 'The Internet Hero Ku App'.","415","Навигация по разделам страницы 'Disappearing Elements' Переход по ссылке: ""Portfolio"" → ожидаем endpoint: ""/portfolio/"" → и заголовок: ""Not Found""","","2026-07-08","passed","2026-07-08","","Проверки раздела 'Disappearing Elements'","tests.DisappearingElementsTests","userCanNavigateToThePageByLinkFromDisappearingElementsPage"
"Проверка навигации на страницы осуществляется по URL и заголовку. На каждой странице есть заголовок 1-ого уровня, который содержит текст 'Not found' (особенности ресурса). Единственно работающий раздел -> HOME. Он осуществляет редирект на главную страницу 'The Internet Hero Ku App'.","0","Навигация по разделам страницы 'Disappearing Elements'","","2026-07-08","skipped","2026-07-08","","Проверки раздела 'Disappearing Elements'","tests.DisappearingElementsTests","userCanNavigateToTheGalleryPageByLinkFromDisappearingElementsPage"
"В тесте изменяется состояние только указанного в параметрах чек-боксах","297","Проверка изменения состояния чек-бокса. Меняем checkbox 2.","","2026-07-08","passed","2026-07-08","","Проверки раздела 'Checkboxes'","tests.CheckboxesTests","checkboxesCanBeFoundByNameAndChecked"
"В данном тесте используется стандартный для Selenide.actions метод clickAndHold.Проверка факта перестановки элементов осуществляется по тексту родительского элемента id=columns. Проверки работают с учётом изменения текста column-элементов на любой другой.Реализовано подробное описание порядка действия в Sub-Steps.В самом тесте дублирование шагов необходимо для демонстрации стабильности теста.","2709","Меняем порядок элементов перетаскиванием","","2026-07-08","passed","2026-07-08","","Проверки раздела 'Drag and Drop'","tests.DragAndDropTests","columnsCanBeDraggedAndDropped"
"","398","Навигация по разделам главной страницы Переход по ссылке: ""Geolocation"" → ожидаемый endpoint: ""/geolocation""","","2026-07-08","passed","2026-07-08","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","548","Навигация по разделам главной страницы Переход по ссылке: ""Nested Frames"" → ожидаемый endpoint: ""/nested_frames""","","2026-07-08","passed","2026-07-08","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","559","Навигация по разделам главной страницы Переход по ссылке: ""Large & Deep DOM"" → ожидаемый endpoint: ""/large""","","2026-07-08","passed","2026-07-08","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","404","Навигация по разделам главной страницы Переход по ссылке: ""Horizontal Slider"" → ожидаемый endpoint: ""/horizontal_slider""","","2026-07-08","passed","2026-07-08","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","0","Пользователь может перейти по ссылке ""WYSIWYG Editor""","","2026-07-08","skipped","2026-07-08","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnWYSIWYGEditorElementsLink"
"","411","Навигация по разделам главной страницы Переход по ссылке: ""File Download"" → ожидаемый endpoint: ""/download""","","2026-07-08","passed","2026-07-08","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
" Тест задумывался как более быстрая альтернатива основному тесту покрывающему бизнес проверки The-internet-herokuapp.com.
 Реализация теста включала:
     1. Проверка разделов только по названию на главной странице (без навигации внутрь).
     2. Проверка UI-состояния ссылок (visible, enabled, clickable) вместо перехода по URL и проверки эндпоинтов.
 Результат: Экономия в 20 секунд не релевантна отностительно проверок основного теста. 
 ","0","Навигация по разделам главной страницы","","2026-07-08","skipped","2026-07-08","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","allExamplesLinkOnHomePageIsEnabledAndVisibles"
"","517","Навигация по разделам главной страницы Переход по ссылке: ""Dynamic Content"" → ожидаемый endpoint: ""/dynamic_content""","","2026-07-08","passed","2026-07-08","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","488","Навигация по разделам главной страницы Переход по ссылке: ""Notification Messages"" → ожидаемый endpoint: ""/notification_message""","","2026-07-08","passed","2026-07-08","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","394","Навигация по разделам главной страницы Переход по ссылке: ""Add/Remove Elements"" → ожидаемый endpoint: ""/add_remove_elements/""","","2026-07-08","passed","2026-07-08","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","392","Навигация по разделам главной страницы Переход по ссылке: ""Digest Authentication"" → ожидаемый endpoint: ""/digest_auth""","","2026-07-08","passed","2026-07-08","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","463","Навигация по разделам главной страницы Переход по ссылке: ""Infinite Scroll"" → ожидаемый endpoint: ""/infinite_scroll""","","2026-07-08","passed","2026-07-08","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","609","Навигация по разделам главной страницы Переход по ссылке: ""JQuery UI Menus"" → ожидаемый endpoint: ""/jqueryui/menu""","","2026-07-08","passed","2026-07-08","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","383","Вызов контекстного меню и проверка уведомления","","2026-07-08","passed","2026-07-08","","Проверки раздела 'Context Menu'","tests.ContextMenuTests","contextMenuCanBeCalledByArrowClick"
"","417","Навигация по разделам главной страницы Переход по ссылке: ""Key Presses"" → ожидаемый endpoint: ""/key_presses""","","2026-07-08","passed","2026-07-08","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
