"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка навигации на страницы осуществляется по URL и заголовку. На каждой странице есть заголовок 1-ого уровня, который содержит текст 'Not found' (особенности ресурса). Единственно работающий раздел -> HOME. Он осуществляет редирект на главную страницу 'The Internet Hero Ku App'.","365","Навигация по разделам страницы 'Disappearing Elements' Переход по ссылке: ""Portfolio"" → ожидаем endpoint: ""/portfolio/"" → и заголовок: ""Not Found""","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Disappearing Elements'","tests.DisappearingElementsTests","userCanNavigateToThePageByLinkFromDisappearingElementsPage"
"","436","Навигация по разделам главной страницы Переход по ссылке: ""Shadow DOM"" → ожидаемый endpoint: ""/shadowdom""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","253","Проверка элементов страницы","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Dropdown List'","tests.DropDownTests","dropdownPageShouldBeValid"
"","548","Проверка динамического отображения вариантов страницы со сбросом cookies","","2026-07-09","passed","2026-07-09","","Проверки раздела 'A/B Testing'","tests.ABTestingTests","abTestsBothVariantsAreAvailableWhenClearingCookies"
"","404","Навигация по разделам главной страницы Переход по ссылке: ""Status Codes"" → ожидаемый endpoint: ""/status_codes""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","434","Навигация по разделам главной страницы Переход по ссылке: ""Challenging DOM"" → ожидаемый endpoint: ""/challenging_dom""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","392","Навигация по разделам главной страницы Переход по ссылке: ""Secure File Download"" → ожидаемый endpoint: ""/download_secure""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","591","Навигация по разделам главной страницы Переход по ссылке: ""Large & Deep DOM"" → ожидаемый endpoint: ""/large""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","516","Навигация по разделам главной страницы Переход по ссылке: ""Nested Frames"" → ожидаемый endpoint: ""/nested_frames""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"Каждое нажатие клавиши страницы меняет текст самой клавиши и Canvas. Случайный текст проверять не имеет
смысла, поэтому проверяется Canvas. Текст Canvas определяем из текста элемента <script> .. </script>
страницы.
","832","Проверяем что нажатие клавиш меняет значение Canvas.","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Challenging DOM'","tests.ChallengingDomTests","clickOnPageButtonsUpdatingCanvas"
"","392","Навигация по разделам главной страницы Переход по ссылке: ""JavaScript Alerts"" → ожидаемый endpoint: ""/javascript_alerts""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","0","Пользователь может удалять чек-бокс и включать ввод текста в поле","","2026-07-09","skipped","2026-07-09","","Проверки страницы 'Dynamic Controls'","tests.DynamicControlsTests","userCanRemoveCheckboxAndEnableTextField"
"","515","Навигация по разделам главной страницы Переход по ссылке: ""Dynamic Content"" → ожидаемый endpoint: ""/dynamic_content""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","395","Навигация по разделам главной страницы Переход по ссылке: ""Redirect Link"" → ожидаемый endpoint: ""/redirector""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
